0,1,2,3,4,5,6,7,8,9,10
sausage,zwieback,jam,,,,,,,,
chocolate,baking powder,,,,,,,,,
whole milk,cake bar,,,,,,,,,
chicken,yogurt,,,,,,,,,
chicken,coffee,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
salty snack,kitchen towels,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
turkey,bottled water,other vegetables,newspapers,,,,,,,
bottled beer,instant coffee,,,,,,,,,
other vegetables,baking powder,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
frozen vegetables,soft cheese,,,,,,,,,
chocolate,oil,domestic eggs,fruit/vegetable juice,frozen vegetables,rolls/buns,,,,,
canned beer,napkins,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
bottled water,seasonal products,,,,,,,,,
bottled water,dessert,,,,,,,,,
margarine,citrus fruit,oil,,,,,,,,
shopping bags,other vegetables,coffee,,,,,,,,
citrus fruit,hard cheese,pastry,salty snack,,,,,,,
other vegetables,pickled vegetables,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
beef,soda,,,,,,,,,
whole milk,butter milk,domestic eggs,,,,,,,,
sugar,curd,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
rolls/buns,oil,chocolate,,,,,,,,
canned beer,other vegetables,,,,,,,,,
hamburger meat,root vegetables,bottled beer,,,,,,,,
rolls/buns,soda,,,,,,,,,
whole milk,rolls/buns,waffles,,,,,,,,
meat,curd,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
chicken,cream,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
shopping bags,margarine,,,,,,,,,
UHT-milk,rice,newspapers,,,,,,,,
other vegetables,oil,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
specialty chocolate,liquor,,,,,,,,,
other vegetables,shopping bags,frozen vegetables,shopping bags,,,,,,,
chocolate,white bread,,,,,,,,,
fish,sausage,other vegetables,soda,rolls/buns,,,,,,
sausage,pip fruit,,,,,,,,,
beef,chicken,,,,,,,,,
curd cheese,soda,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
sliced cheese,root vegetables,whipped/sour cream,,,,,,,,
artif. sweetener,bottled water,butter milk,butter,soda,,,,,,
bottled water,Instant food products,,,,,,,,,
baking powder,root vegetables,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
candy,domestic eggs,,,,,,,,,
fruit/vegetable juice,bottled water,,,,,,,,,
other vegetables,margarine,,,,,,,,,
sausage,root vegetables,,,,,,,,,
onions,other vegetables,,,,,,,,,
whole milk,beef,rolls/buns,mustard,,,,,,,
yogurt,pip fruit,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
pork,beverages,dishes,,,,,,,,
other vegetables,rolls/buns,sweet spreads,,,,,,,,
misc. beverages,yogurt,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
bottled water,misc. beverages,fruit/vegetable juice,,,,,,,,
tropical fruit,onions,,,,,,,,,
beverages,frozen meals,,,,,,,,,
other vegetables,berries,candy,sliced cheese,,,,,,,
sausage,soda,other vegetables,,,,,,,,
soda,whole milk,,,,,,,,,
frankfurter,beef,,,,,,,,,
other vegetables,other vegetables,canned fish,chewing gum,,,,,,,
brown bread,processed cheese,,,,,,,,,
canned beer,dental care,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
root vegetables,shopping bags,salty snack,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
citrus fruit,pot plants,pot plants,,,,,,,,
tropical fruit,pudding powder,,,,,,,,,
ham,tropical fruit,,,,,,,,,
turkey,bottled water,,,,,,,,,
tropical fruit,chicken,,,,,,,,,
pastry,bottled beer,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
waffles,whole milk,shopping bags,flour,shopping bags,,,,,,
berries,root vegetables,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
citrus fruit,onions,,,,,,,,,
brown bread,ice cream,fruit/vegetable juice,,,,,,,,
whipped/sour cream,grapes,yogurt,spread cheese,,,,,,,
chicken,other vegetables,,,,,,,,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
decalcifier,whole milk,,,,,,,,,
yogurt,whole milk,,,,,,,,,
frankfurter,napkins,,,,,,,,,
citrus fruit,soda,,,,,,,,,
soda,dog food,,,,,,,,,
detergent,ice cream,hamburger meat,soda,sugar,,,,,,
sausage,whole milk,semi-finished bread,yogurt,,,,,,,
dessert,frozen fish,,,,,,,,,
butter milk,zwieback,pot plants,,,,,,,,
newspapers,tropical fruit,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
pastry,shopping bags,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
other vegetables,waffles,,,,,,,,,
citrus fruit,skin care,,,,,,,,,
yogurt,whole milk,,,,,,,,,
sugar,frozen vegetables,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
butter milk,whole milk,white bread,rolls/buns,,,,,,,
hamburger meat,yogurt,bottled water,,,,,,,,
whole milk,tropical fruit,liquor (appetizer),soda,,,,,,,
whole milk,UHT-milk,,,,,,,,,
soda,citrus fruit,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
house keeping products,fruit/vegetable juice,,,,,,,,,
rolls/buns,pip fruit,margarine,,,,,,,,
whole milk,bottled water,,,,,,,,,
pet care,pip fruit,candy,,,,,,,,
chewing gum,newspapers,newspapers,,,,,,,,
bottled beer,soups,detergent,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
soft cheese,berries,,,,,,,,,
frozen meals,rolls/buns,butter,fruit/vegetable juice,,,,,,,
beef,whole milk,frozen meals,,,,,,,,
sausage,detergent,,,,,,,,,
sausage,onions,,,,,,,,,
canned beer,ice cream,,,,,,,,,
ice cream,other vegetables,,,,,,,,,
dessert,margarine,,,,,,,,,
ice cream,other vegetables,misc. beverages,,,,,,,,
beef,pasta,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
soda,beef,,,,,,,,,
berries,newspapers,,,,,,,,,
beef,root vegetables,,,,,,,,,
bottled water,specialty bar,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
citrus fruit,beef,,,,,,,,,
whole milk,bottled water,,,,,,,,,
butter milk,packaged fruit/vegetables,,,,,,,,,
sugar,curd,,,,,,,,,
whole milk,pastry,specialty cheese,,,,,,,,
liqueur,yogurt,,,,,,,,,
margarine,dishes,,,,,,,,,
soft cheese,cat food,,,,,,,,,
coffee,white wine,,,,,,,,,
canned beer,brown bread,napkins,,,,,,,,
cat food,ham,whipped/sour cream,canned beer,,,,,,,
salty snack,butter,,,,,,,,,
tropical fruit,frozen dessert,napkins,,,,,,,,
specialty chocolate,whipped/sour cream,,,,,,,,,
onions,root vegetables,domestic eggs,chocolate,,,,,,,
dessert,frozen vegetables,,,,,,,,,
curd cheese,pastry,,,,,,,,,
root vegetables,frozen vegetables,pet care,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
cake bar,red/blush wine,,,,,,,,,
frankfurter,pickled vegetables,,,,,,,,,
soft cheese,bottled water,,,,,,,,,
sliced cheese,bottled water,,,,,,,,,
bottled water,detergent,,,,,,,,,
bottled water,berries,,,,,,,,,
whole milk,pasta,rolls/buns,,,,,,,,
whipped/sour cream,pickled vegetables,dish cleaner,,,,,,,,
citrus fruit,citrus fruit,whole milk,newspapers,detergent,yogurt,salty snack,,,,
whole milk,beef,canned beer,,,,,,,,
pet care,rolls/buns,,,,,,,,,
canned beer,domestic eggs,white wine,waffles,,,,,,,
butter,softener,,,,,,,,,
condensed milk,chocolate,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
frozen fish,whipped/sour cream,,,,,,,,,
sausage,other vegetables,,,,,,,,,
other vegetables,brandy,,,,,,,,,
sausage,sausage,,,,,,,,,
soda,yogurt,bottled water,pot plants,,,,,,,
whole milk,root vegetables,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
red/blush wine,frozen meals,canned fruit,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
beef,ice cream,,,,,,,,,
berries,chocolate marshmallow,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
bottled beer,bottled water,whipped/sour cream,sugar,,,,,,,
rolls/buns,bottled water,,,,,,,,,
soda,root vegetables,,,,,,,,,
bottled water,cream cheese ,,,,,,,,,
canned beer,turkey,pastry,bottled water,butter,,,,,,
meat,semi-finished bread,,,,,,,,,
misc. beverages,frozen vegetables,,,,,,,,,
sausage,chocolate,,,,,,,,,
yogurt,frozen dessert,,,,,,,,,
pork,margarine,,,,,,,,,
ham,rolls/buns,,,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
cream cheese ,baking powder,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
frankfurter,curd cheese,chocolate,pastry,soda,,,,,,
rolls/buns,beef,,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
butter,photo/film,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
pork,frozen meals,,,,,,,,,
photo/film,whole milk,,,,,,,,,
citrus fruit,tropical fruit,soda,coffee,domestic eggs,,,,,,
other vegetables,tropical fruit,pork,soda,,,,,,,
oil,cream cheese ,white bread,,,,,,,,
napkins,soda,,,,,,,,,
whole milk,male cosmetics,,,,,,,,,
frozen potato products,specialty cheese,,,,,,,,,
white bread,beef,coffee,flour,,,,,,,
whole milk,yogurt,pastry,,,,,,,,
soda,domestic eggs,artif. sweetener,,,,,,,,
whole milk,waffles,,,,,,,,,
rolls/buns,onions,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
dessert,mustard,white bread,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
misc. beverages,salt,candy,,,,,,,,
bottled water,tidbits,,,,,,,,,
frankfurter,ice cream,,,,,,,,,
sausage,bottled beer,,,,,,,,,
bottled beer,oil,,,,,,,,,
dessert,margarine,,,,,,,,,
other vegetables,coffee,rolls/buns,,,,,,,,
rolls/buns,cat food,,,,,,,,,
pork,ham,,,,,,,,,
beef,butter milk,yogurt,soda,,,,,,,
newspapers,brown bread,,,,,,,,,
sausage,sugar,,,,,,,,,
ice cream,herbs,,,,,,,,,
mustard,yogurt,,,,,,,,,
UHT-milk,brown bread,whole milk,ice cream,,,,,,,
pot plants,soda,,,,,,,,,
pork,long life bakery product,,,,,,,,,
pet care,coffee,soda,,,,,,,,
frankfurter,condensed milk,,,,,,,,,
onions,frozen dessert,,,,,,,,,
coffee,sausage,shopping bags,specialty bar,red/blush wine,,,,,,
soda,chocolate,,,,,,,,,
frozen meals,detergent,,,,,,,,,
onions,domestic eggs,shopping bags,,,,,,,,
whole milk,pork,,,,,,,,,
root vegetables,soda,coffee,,,,,,,,
sausage,butter milk,meat spreads,,,,,,,,
beverages,fruit/vegetable juice,,,,,,,,,
rolls/buns,whole milk,napkins,fruit/vegetable juice,mustard,,,,,,
UHT-milk,soda,,,,,,,,,
whipped/sour cream,yogurt,candy,,,,,,,,
other vegetables,coffee,,,,,,,,,
root vegetables,frozen vegetables,bottled water,cat food,,,,,,,
whole milk,curd,hygiene articles,,,,,,,,
pet care,sliced cheese,,,,,,,,,
tropical fruit,shopping bags,hard cheese,,,,,,,,
canned beer,yogurt,curd cheese,pastry,,,,,,,
whole milk,canned beer,newspapers,whipped/sour cream,,,,,,,
chicken,butter,,,,,,,,,
root vegetables,yogurt,newspapers,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
bottled water,dishes,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
whole milk,tropical fruit,root vegetables,Instant food products,margarine,,,,,,
meat,whole milk,,,,,,,,,
long life bakery product,UHT-milk,whole milk,,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,
citrus fruit,frozen potato products,,,,,,,,,
chocolate,citrus fruit,bottled beer,bottled water,red/blush wine,,,,,,
root vegetables,packaged fruit/vegetables,,,,,,,,,
beef,yogurt,,,,,,,,,
nuts/prunes,long life bakery product,,,,,,,,,
processed cheese,dishes,,,,,,,,,
specialty chocolate,cat food,,,,,,,,,
sausage,pasta,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
bottled water,beef,,,,,,,,,
whole milk,soda,,,,,,,,,
sausage,yogurt,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
newspapers,newspapers,,,,,,,,,
bottled beer,dessert,cling film/bags,,,,,,,,
sausage,pastry,whole milk,,,,,,,,
frozen meals,sausage,pastry,yogurt,,,,,,,
whole milk,chicken,curd,rolls/buns,cereals,bottled water,,,,,
curd,curd,,,,,,,,,
shopping bags,rice,,,,,,,,,
sausage,newspapers,,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
tropical fruit,grapes,sausage,grapes,fruit/vegetable juice,curd,other vegetables,whipped/sour cream,,,
whole milk,whipped/sour cream,soda,,,,,,,,
rolls/buns,yogurt,fruit/vegetable juice,,,,,,,,
frozen potato products,domestic eggs,curd cheese,,,,,,,,
dishes,bottled water,,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
dishes,whole milk,oil,onions,,,,,,,
candles,other vegetables,,,,,,,,,
hamburger meat,soda,pastry,newspapers,,,,,,,
root vegetables,snack products,,,,,,,,,
whipped/sour cream,baking powder,cat food,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
dog food,brown bread,salty snack,,,,,,,,
tropical fruit,whipped/sour cream,hygiene articles,,,,,,,,
other vegetables,dessert,,,,,,,,,
meat,rolls/buns,,,,,,,,,
other vegetables,whole milk,sliced cheese,,,,,,,,
whipped/sour cream,salty snack,,,,,,,,,
ham,yogurt,,,,,,,,,
fish,bottled beer,,,,,,,,,
other vegetables,other vegetables,rolls/buns,,,,,,,,
frozen meals,finished products,chocolate,other vegetables,whole milk,packaged fruit/vegetables,napkins,salty snack,,,
other vegetables,photo/film,,,,,,,,,
berries,bottled beer,,,,,,,,,
whole milk,bottled water,,,,,,,,,
ice cream,onions,soda,,,,,,,,
chicken,whole milk,,,,,,,,,
pork,dessert,,,,,,,,,
cream,frankfurter,soda,UHT-milk,,,,,,,
frankfurter,curd,,,,,,,,,
pork,pastry,,,,,,,,,
instant coffee,berries,,,,,,,,,
root vegetables,instant coffee,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
hamburger meat,tropical fruit,bottled water,whipped/sour cream,flour,,,,,,
packaged fruit/vegetables,semi-finished bread,,,,,,,,,
tropical fruit,coffee,softener,soda,,,,,,,
sausage,beverages,canned beer,whole milk,,,,,,,
grapes,whole milk,frozen vegetables,,,,,,,,
tropical fruit,soda,,,,,,,,,
soda,hard cheese,,,,,,,,,
sausage,long life bakery product,beef,other vegetables,margarine,,,,,,
processed cheese,fruit/vegetable juice,frozen meals,cat food,,,,,,,
soda,tropical fruit,domestic eggs,domestic eggs,,,,,,,
rolls/buns,salty snack,,,,,,,,,
soda,pip fruit,hygiene articles,oil,,,,,,,
soda,canned beer,other vegetables,whole milk,,,,,,,
pip fruit,mustard,whole milk,,,,,,,,
beef,berries,,,,,,,,,
candles,soda,,,,,,,,,
tropical fruit,berries,other vegetables,yogurt,kitchen towels,napkins,,,,,
yogurt,UHT-milk,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
frozen meals,fruit/vegetable juice,,,,,,,,,
pork,UHT-milk,rolls/buns,cleaner,newspapers,,,,,,
butter,pastry,,,,,,,,,
bottled beer,beef,domestic eggs,whipped/sour cream,shopping bags,newspapers,,,,,
pip fruit,cling film/bags,,,,,,,,,
shopping bags,white wine,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
rolls/buns,female sanitary products,,,,,,,,,
curd,napkins,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
finished products,whole milk,,,,,,,,,
white bread,popcorn,,,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
other vegetables,butter,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
bottled water,cream cheese ,bottled beer,,,,,,,,
whole milk,sauces,hard cheese,,,,,,,,
root vegetables,butter,,,,,,,,,
chicken,hamburger meat,shopping bags,,,,,,,,
whole milk,brown bread,,,,,,,,,
herbs,pot plants,cake bar,,,,,,,,
whipped/sour cream,cat food,,,,,,,,,
other vegetables,whipped/sour cream,salty snack,,,,,,,,
ham,coffee,,,,,,,,,
beverages,beverages,hamburger meat,frankfurter,soda,root vegetables,butter,cream cheese ,butter,,
berries,whipped/sour cream,bottled water,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
beef,oil,,,,,,,,,
onions,long life bakery product,,,,,,,,,
berries,soda,oil,,,,,,,,
whole milk,specialty chocolate,bottled beer,canned beer,rolls/buns,,,,,,
soda,zwieback,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
frozen meals,frozen meals,,,,,,,,,
red/blush wine,bottled beer,,,,,,,,,
other vegetables,other vegetables,pip fruit,specialty bar,,,,,,,
canned fish,rolls/buns,domestic eggs,,,,,,,,
pork,pip fruit,yogurt,salty snack,,,,,,,
bottled water,cream cheese ,,,,,,,,,
hamburger meat,chewing gum,,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
specialty chocolate,canned beer,,,,,,,,,
root vegetables,grapes,brandy,pickled vegetables,pastry,,,,,,
margarine,mayonnaise,,,,,,,,,
whole milk,soda,tea,,,,,,,,
canned beer,coffee,,,,,,,,,
meat,canned beer,soda,,,,,,,,
long life bakery product,root vegetables,,,,,,,,,
margarine,margarine,white bread,fruit/vegetable juice,,,,,,,
sugar,specialty bar,,,,,,,,,
fruit/vegetable juice,beef,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
shopping bags,condensed milk,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
root vegetables,hygiene articles,newspapers,,,,,,,,
frankfurter,pork,sliced cheese,candy,pastry,shopping bags,,,,,
root vegetables,herbs,cream cheese ,,,,,,,,
meat,sugar,margarine,cat food,,,,,,,
yogurt,other vegetables,,,,,,,,,
sausage,berries,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
oil,candy,,,,,,,,,
pork,butter milk,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
dessert,sliced cheese,bottled beer,other vegetables,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
other vegetables,berries,,,,,,,,,
soda,beef,other vegetables,soda,flour,,,,,,
other vegetables,bottled beer,,,,,,,,,
canned beer,shopping bags,hard cheese,,,,,,,,
tropical fruit,other vegetables,hygiene articles,,,,,,,,
chicken,white wine,margarine,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
brandy,pastry,,,,,,,,,
other vegetables,chocolate marshmallow,,,,,,,,,
hamburger meat,soda,,,,,,,,,
root vegetables,mayonnaise,,,,,,,,,
sausage,bottled water,brown bread,,,,,,,,
specialty bar,whole milk,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
potato products,oil,,,,,,,,,
specialty bar,yogurt,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
root vegetables,waffles,,,,,,,,,
canned beer,berries,male cosmetics,fruit/vegetable juice,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
root vegetables,other vegetables,dessert,,,,,,,,
frankfurter,beef,soda,rolls/buns,pastry,bottled water,ketchup,pastry,,,
sausage,dessert,,,,,,,,,
pip fruit,newspapers,chocolate,,,,,,,,
citrus fruit,brown bread,pastry,,,,,,,,
pork,margarine,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
root vegetables,popcorn,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
fish,candy,rolls/buns,,,,,,,,
whole milk,berries,bottled water,curd,napkins,,,,,,
whole milk,pastry,,,,,,,,,
onions,onions,,,,,,,,,
rolls/buns,chicken,shopping bags,hard cheese,,,,,,,
long life bakery product,curd,pot plants,soda,,,,,,,
frankfurter,canned beer,soda,,,,,,,,
misc. beverages,frozen meals,,,,,,,,,
frankfurter,other vegetables,specialty bar,,,,,,,,
other vegetables,white bread,whole milk,,,,,,,,
canned beer,brown bread,herbs,pastry,,,,,,,
pastry,other vegetables,,,,,,,,,
rolls/buns,tidbits,margarine,,,,,,,,
soda,chocolate marshmallow,hard cheese,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
yogurt,sweet spreads,canned beer,pot plants,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
male cosmetics,canned beer,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
whole milk,domestic eggs,syrup,,,,,,,,
sugar,citrus fruit,napkins,,,,,,,,
pip fruit,pastry,,,,,,,,,
soda,dishes,,,,,,,,,
whole milk,grapes,,,,,,,,,
yogurt,tropical fruit,specialty bar,,,,,,,,
beef,ice cream,other vegetables,,,,,,,,
root vegetables,coffee,soda,,,,,,,,
meat,root vegetables,,,,,,,,,
finished products,pork,onions,pasta,tropical fruit,soda,pastry,,,,
whole milk,shopping bags,,,,,,,,,
soda,other vegetables,,,,,,,,,
beef,sparkling wine,butter milk,misc. beverages,pastry,,,,,,
sausage,whole milk,detergent,rolls/buns,,,,,,,
other vegetables,yogurt,yogurt,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
ham,other vegetables,,,,,,,,,
other vegetables,photo/film,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
yogurt,whipped/sour cream,long life bakery product,hard cheese,,,,,,,
rolls/buns,grapes,,,,,,,,,
soda,napkins,,,,,,,,,
liver loaf,herbs,,,,,,,,,
berries,margarine,,,,,,,,,
white bread,make up remover,,,,,,,,,
spread cheese,butter,hygiene articles,,,,,,,,
brown bread,yogurt,,,,,,,,,
onions,root vegetables,,,,,,,,,
sausage,root vegetables,salty snack,coffee,,,,,,,
sausage,bottled water,,,,,,,,,
canned beer,whole milk,,,,,,,,,
root vegetables,hygiene articles,,,,,,,,,
chicken,yogurt,UHT-milk,root vegetables,yogurt,hard cheese,semi-finished bread,frozen potato products,,,
cling film/bags,domestic eggs,domestic eggs,,,,,,,,
hamburger meat,dog food,domestic eggs,,,,,,,,
tropical fruit,napkins,whole milk,,,,,,,,
yogurt,berries,,,,,,,,,
dessert,whole milk,whole milk,domestic eggs,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
soda,whole milk,,,,,,,,,
sparkling wine,soda,,,,,,,,,
beverages,margarine,napkins,napkins,,,,,,,
pork,rolls/buns,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
frankfurter,margarine,frozen vegetables,,,,,,,,
